Sample,Kingdom,Phylum,Class,Order,Family,Genus,Species,totals
totals,No Hit,No Hit,No Hit,No Hit,No Hit,No Hit,No Hit,558.774075012943
totals,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum,Herbaspirillum sp,355.346313922718
totals,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Acidobacterium,Acidobacterium sp,351.341404418516
totals,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,Massilia sp,320.359379456768
totals,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium sp,223.597939987936
totals,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp,146.46910448039
totals,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Micrococcaceae,Arthrobacter,Arthrobacter sp,145.535548876148
totals,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp,143.394815147221
totals,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,Janthinobacterium sp,120.103427594047
totals,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,Duganella sp,117.278860652486
totals,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia sp,103.668629715025
totals,Bacteria,Gemmatimonadetes,Gemmatimonadetes (class),Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,Gemmatimonas sp,98.4535489722361
totals,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp,89.9171628054528
totals,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium sp,78.4166417602147
totals,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodoplanes,Rhodoplanes sp,76.311057868254
totals,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidisphaera,Acidisphaera sp,76.1970409280893
totals,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ramlibacter,Ramlibacter sp,74.2706879088407
totals,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosovibrio,Nitrosovibrio sp,71.5700161767598
totals,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium sp,69.3867176726726
totals,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Segetibacter,Segetibacter sp,66.6458694923245
totals,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Geodermatophilaceae,Blastococcus,Blastococcus sp,57.7383215853263
totals,Bacteria,Actinobacteria,Actinobacteria (class),Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,Solirubrobacter sp,52.5326238459983
totals,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium sp,50.780150828745
totals,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocapsa,Methylocapsa sp,50.3758378043416
totals,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Gluconobacter,Gluconobacter sp,50.1068789623558
totals,Bacteria,Acidobacteria,Holophagae,Holophagales,Holophagaceae,Holophaga,Holophaga sp,47.6843942171718
totals,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Cryptosporangiaceae,Cryptosporangium,Cryptosporangium minutisporangium,47.1868752317416
totals,Bacteria,Deferribacteres,Deferribacteres (class),Deferribacterales,Deferribacteraceae,Deferribacter,Deferribacter sp,44.4035568732836
totals,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Pseudonocardiaceae,Pseudonocardia,Pseudonocardia sp,44.0224988581228
totals,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Chitinophaga,Chitinophaga sp,43.481872593637
totals,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,Caulobacter sp,41.1659960176873
totals,Bacteria,Actinobacteria,Actinobacteria (class),Solirubrobacterales,Conexibacteraceae,Conexibacter,Conexibacter sp,37.7265149168076
totals,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Gluconobacter,Gluconobacter oxydans,36.9907353083437
totals,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp,36.5204006654445
totals,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium sp,34.9655289861844
totals,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter calcoaceticus,34.0668682988195
totals,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Variovorax sp,33.9797512660373
totals,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia sp,31.4347116794678
totals,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus sp,30.8258462917775
totals,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Microvirga,Microvirga sp,30.4479743516537
totals,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales (family),Aquabacterium,Aquabacterium sp,29.3515411564112
totals,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Geodermatophilaceae,Modestobacter,Modestobacter versicolor,28.8399880986974
totals,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Afipia,Afipia sp,28.7795696934586
totals,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Terriglobus,Terriglobus sp,27.9152920357212
totals,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Edaphobacter,Edaphobacter sp,27.6571677178604
totals,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Methylosinus,Methylosinus sp,25.7398188040708
totals,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Vogesella,Vogesella sp,25.4737479098071
totals,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus novalis,23.9971765036128
totals,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Derxia,Derxia sp,23.8131313674547
totals,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Geodermatophilaceae,Blastococcus,Blastococcus saxobsidens,23.6092272120589
totals,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus sp,22.6319724333666
totals,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,Hyphomicrobium sp,21.5607279179259
totals,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Flavisolibacter,Flavisolibacter sp,20.7031957895731
totals,Bacteria,Actinobacteria,Actinobacteria (class),Solirubrobacterales,Patulibacteraceae,Patulibacter,Patulibacter sp,20.5600956821526
totals,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter sp,19.6208493953611
totals,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Pirellula,Pirellula sp,18.5563420001371
totals,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Kaistobacter,Kaistobacter sp,18.4441510499646
totals,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,Devosia sp,17.899398264231
totals,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Zoogloea,Zoogloea sp,17.8163093501894
totals,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Paracraurococcus,Paracraurococcus sp,17.7753823885536
totals,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermacetogenium,Thermacetogenium sp,17.6446562460711
totals,Bacteria,Proteobacteria,Alphaproteobacteria,Parvularculales,Parvularculaceae,Parvularcula,Parvularcula sp,16.8956243559383
totals,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Nocardioidaceae,Marmoricola,Marmoricola sp,16.3146657790642
totals,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Oleomonas,Oleomonas sp,16.2566931989338
totals,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Thermomonas,Thermomonas sp,15.6793888087419
totals,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Frankiaceae,Frankia,Frankia sp,15.6006683277948
totals,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium sp,15.0122561137056
totals,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter sp,14.9007516001391
totals,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea,Bosea sp,14.88732208278
totals,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Rhodovastum,Rhodovastum atsumiense,14.8608130856526
totals,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Dokdonella,Dokdonella sp,14.6899266358253
totals,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria (order),Alphaproteobacteria (family),Reyranella,Reyranella massiliensis,14.3249314134719
totals,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Kaistibacter,Kaistibacter ginsenosidimutans,14.1591805604707
totals,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Micrococcaceae,Arthrobacter,Arthrobacter gandavensis,13.9603137392197
totals,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales (family),Methylibium,Methylibium petroleiphilum,13.6717195571409
totals,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Skermanella,Skermanella sp,13.0804416114554
totals,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter sp,12.9359308461734
totals,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales (family),Ideonella,Ideonella sp,12.8219952131616
totals,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Niastella,Niastella sp,12.5688974055226
totals,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales (family),Leptothrix,Leptothrix sp,12.1433760302542
totals,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Stella,Stella sp,12.1414365393102
totals,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Microbacteriaceae,Microbacterium,Microbacterium sp,12.1205856325899
totals,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,Eubacterium sp,11.8568510495254
totals,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,Duganella zoogloeoides,11.5123756302277
totals,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium sp,11.2652627440186
totals,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Microbacteriaceae,Leifsonia,Leifsonia sp,11.1722044971076
totals,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Microvirga,Microvirga subterranea,11.0701550003828
totals,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,Massilia timonae,11.023414873693
totals,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum,Azospirillum sp,10.7873715429749
totals,Bacteria,Nitrospirae,Nitrospira (class),Nitrospirales,Nitrospiraceae,Nitrospira,Nitrospira sp,10.6699307459305
totals,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Oxalobacter,Oxalobacter sp,10.5489525206824
totals,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Dietziaceae,Dietzia,Dietzia sp,10.3483361478314
totals,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,Phenylobacterium sp,10.2974880254154
totals,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea,Bosea thiooxidans,10.2967034421971
totals,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosospira,Nitrosospira sp,9.91430092752611
totals,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax sp,9.83521742496337
totals,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Thermosporotrichaceae,Thermosporothrix,Thermosporothrix sp,9.73780265055476
totals,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Chelatococcus,Chelatococcus sp,9.68844714840748
totals,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp,9.42570722477133
totals,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Balneimonas,Balneimonas sp,9.32724354193256
totals,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas sp,9.01716937337626
totals,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Phyllobacterium,Phyllobacterium sp,8.97537039035086
totals,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas argentinensis,8.96701052270173
totals,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Streptomycetaceae,Streptacidiphilus,Streptacidiphilus sp,8.90637737650811
totals,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Solibacter,Solibacter sp,8.51494962195944
totals,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Nocardioidaceae,Kribbella,Kribbella sp,8.41835815344819
totals,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Micromonosporaceae,Actinoplanes,Actinoplanes sp,8.230547951084
totals,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Meganema,Meganema sp,8.13011369438551
totals,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Microbacteriaceae,Agrococcus,Agrococcus sp,8.00508910952929
totals,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Planococcus,Planococcus sp,7.74975398666648
totals,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Flavisolibacter,Flavisolibacter ginsengisoli,7.70806321422921
totals,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Methylocystis,Methylocystis heyeri,7.6686184217457
totals,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium magnum,7.62795765369148
totals,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocella,Methylocella sp,7.62292036983161
totals,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Mucilaginibacter sp,7.61597237011953
totals,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fluorescens,7.59178065586242
totals,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales (family),Fusibacter,Fusibacter sp,7.40189390622164
totals,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Chelatococcus,Chelatococcus asaccharovorans,7.3591488700756
totals,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Verrucomicrobium,Verrucomicrobium sp,7.3420940577174
totals,Bacteria,Tenericutes,Mollicutes,Mollicutes (family),Mollicutes (family) (family),Mollicutes (genus),Mollicutes sp,7.2250355381038
totals,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Nocardioidaceae,Kribbella,Kribbella alba,7.21422604345442
totals,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Microbacteriaceae,Okibacterium,Okibacterium fritillariae,7.19346006103915
totals,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales (family),Methylibium,Methylibium sp,7.05201077788088
totals,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter psychrophilus,6.9181686687681
totals,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodomicrobium,Rhodomicrobium sp,6.86016005193187
totals,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azovibrio,Azovibrio sp,6.6600079862945
totals,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Methylocystis,Methylocystis sp,6.64425346668769
totals,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Kineosporiaceae,Quadrisphaera,Quadrisphaera granulorum,6.60941142155881
totals,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Flexibacter,Flexibacter sp,6.57498905765673
totals,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Nakamurellaceae,Humicoccus,Humicoccus sp,6.53026372990808
totals,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Kozakia,Kozakia baliensis,6.45742320540586
totals,Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Alicyclobacillus,Alicyclobacillus acidiphilus,6.4013048469945
totals,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Alcaligenes,Alcaligenes sp,6.26423750815314
totals,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas salmonicida,6.23742044057023
totals,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Acidobacterium,Acidobacterium capsulatum,6.20606109092369
totals,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Roseomonas,Roseomonas sp,6.02900749645449
totals,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Naxibacter,Naxibacter sp,5.9806260358861
totals,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Planomicrobium,Planomicrobium sp,5.9158159980425
totals,Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Tumebacillus,Tumebacillus sp,5.90001765574135
totals,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Terriglobus,Terriglobus roseus,5.79738242426482
totals,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Streptomycetaceae,Kitasatospora,Kitasatospora sp,5.71233003158496
totals,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,Steroidobacter,Steroidobacter sp,5.70331451750306
totals,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Microbacteriaceae,Frigoribacterium,Frigoribacterium sp,5.61414460905062
totals,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Intrasporangiaceae,Knoellia,Knoellia subterranea,5.57028664025157
totals,Bacteria,TM7,TM7 (class),TM7 (order),TM7 (family),TM7 (genus),TM7 uncultured,5.55364524164594
totals,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Rhodopila,Rhodopila globiformis,5.43028564669519
totals,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter,Acetobacter sp,5.36844905208403
totals,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium,Pedomicrobium sp,5.34721295813254
totals,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Nocardioidaceae,Nocardioides,Nocardioides sp,5.20971048207355
totals,Bacteria,Chloroflexi,Chloroflexi (class),Chloroflexales,Chloroflexaceae,Chloroflexus,Chloroflexus sp,5.09067086298686
totals,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales (family),Methylibium,Methylibium fulvum,5.03697695034401
totals,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,Geobacter sp,5.02174634316814
totals,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Nitrobacter,Nitrobacter vulgaris,5.01167906320916
totals,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Geodermatophilaceae,Modestobacter,Modestobacter sp,5.00156641357863
totals,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Polaromonas,Polaromonas sp,4.93187752142808
totals,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Schlegelella,Schlegelella sp,4.88752595516961
totals,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,Devosia neptuniae,4.76134818883984
totals,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter piscium,4.74123170525087
totals,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,Ktedonobacter,Ktedonobacter sp,4.66867002860469
totals,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Polaromonas,Polaromonas rhizosphaerae,4.66636006532088
totals,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium sp,4.55158064369528
totals,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Flavisolibacter,Flavosolibacter sp,4.50070675976285
totals,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Cytophaga,Cytophaga sp,4.45549901465092
totals,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Planococcus,Planococcus antarcticus,4.4049475161606
totals,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,Rhodobacter sp,4.39602024819643
totals,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Nocardioidaceae,Friedmanniella,Friedmanniella lacustris,4.36054306337783
totals,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Pigmentiphaga,Pigmentiphaga daeguensis,4.34145726628309
totals,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Streptosporangiaceae,Streptosporangium,Streptosporangium sp,4.30592658165522
totals,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Pontibacter,Pontibacter korlensis,4.18756605659255
totals,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rubellimicrobium,Rubellimicrobium sp,4.16940913216268
totals,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Dechloromonas,Dechloromonas sp,4.14249532512485
totals,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,Hydrogenophaga sp,4.10648920106408
totals,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Agrobacterium tumefaciens,4.08475094450266
totals,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,Caulobacter fusiformis,4.06567486236535
totals,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus,Opitutus sp,4.02848316199218
totals,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Hymenobacter,Hymenobacter sp,4.00972303554121
totals,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,Tepidamorphus,Tepidamorphus gemmatus,3.97876134506373
totals,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Runella,Runella sp,3.89125572349708
totals,Bacteria,Actinobacteria,Actinobacteria (class),Actinomycetales,Microbacteriaceae,Labedella,Labedella sp,3.82955875949293
totals,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus funiculus,3.82864309103914
totals,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Rhodanobacter,Rhodanobacter sp,3.82511116758119
totals,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingoterrabacterium,Sphingoterrabacterium sp,3.81956540712318
totals,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Marinibacillus,Marinibacillus sp,3.81444928879986
totals,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Denitratisoma,Denitratisoma sp,3.72721528376704
totals,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,Caulobacter ginsengisoli,3.72016102914855
totals,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Ammoniphilus,Ammoniphilus oxalaticus,3.60427795300388
totals,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Nitrobacter,Nitrobacter sp,3.53402638946004
totals,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium nitrophenolicum,3.5231357587081
totals,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter duraquae,3.52120350064341
totals,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Roseomonas,Roseomonas aquatica,3.4266387957783
totals,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Chitinimonas,Chitinimonas taiwanensis,3.3635038508103
totals,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,Comamonas sp,3.33459578152764
totals,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum,Herbaspirillum frisingense,3.32640806748335
totals,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Nitrobacter,Nitrobacter alkalicus,3.27739368313551
totals,Bacteria,Chloroflexi,Chloroflexi (class),Chloroflexales,Chloroflexaceae,Roseiflexus,Roseiflexus sp,3.25841988695996
totals,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Porphyrobacter,Porphyrobacter sp,3.25460017485212
