OTUId,S17
OTU_6813,0
OTU_2965,0
OTU_1884,0
OTU_2571,0
OTU_7507,0.001897065
OTU_5003,0
OTU_5844,0
OTU_5996,0
OTU_6869,0
OTU_2091,0.001897065
OTU_1469,0.001897065
OTU_4142,0
OTU_2337,0.005691196
OTU_887,0
OTU_1214,0
OTU_1180,0
OTU_5481,0.041735435
OTU_7562,0
OTU_4449,0
OTU_1284,0
OTU_4118,0
OTU_4204,0
OTU_1375,0
OTU_4302,0.007588261
OTU_2867,0
OTU_2915,0
OTU_4732,0
OTU_3963,0
OTU_3743,0
OTU_4894,0
OTU_2227,0.00379413
OTU_6151,0
OTU_1100,0.028455979
OTU_8171,0
OTU_7119,0
OTU_3138,0
OTU_990,0
OTU_8262,0.024661848
OTU_1603,0
OTU_4262,0
OTU_3175,0
OTU_2445,0
OTU_1582,0
OTU_5535,0
OTU_6112,0
OTU_5344,0
OTU_2692,0
OTU_1456,0
OTU_5598,0
OTU_1052,0
OTU_2866,0
OTU_6495,0
OTU_5285,0
OTU_2604,0
OTU_7566,0
OTU_5893,0
OTU_4093,0
OTU_2887,0
OTU_1442,0
OTU_4251,0
OTU_8079,0.007588261
OTU_6586,0
OTU_1903,0
OTU_3506,0
OTU_3000,0
OTU_2069,0
OTU_979,0
OTU_3830,0
OTU_5918,0
OTU_4114,0
OTU_5064,0
OTU_2659,0
OTU_2151,0
OTU_3878,0
OTU_3947,0
OTU_5513,0
OTU_6003,0
OTU_1446,0
OTU_3889,0
OTU_8680,0.011382391
OTU_2490,0.001897065
OTU_3932,0
OTU_2099,0
OTU_3957,0
OTU_1714,0
OTU_2590,0
OTU_4266,0
OTU_8316,0
OTU_5754,0
OTU_6192,0
OTU_5998,0
OTU_4089,0
OTU_1343,0
OTU_5772,0
OTU_1271,0
OTU_6404,0
OTU_2268,0
OTU_5068,0
OTU_1438,0
OTU_3318,0
OTU_6276,0
OTU_1741,0
OTU_1914,0
OTU_1344,0
OTU_3689,0.024661848
OTU_4715,0
OTU_1701,0
OTU_2219,0
OTU_8252,0
OTU_8214,0.026558913
OTU_4408,0
OTU_3009,0
OTU_4340,0
OTU_1697,0
OTU_6289,0.001897065
OTU_7761,0.017073587
OTU_2868,0
OTU_882,0
OTU_1990,0
OTU_4720,0
OTU_5119,0
OTU_4378,0
OTU_1576,0
OTU_1464,0.001897065
OTU_3587,0.018970652
OTU_3149,0
OTU_2981,0
OTU_7798,0
OTU_4893,0
OTU_3738,0
OTU_2448,0
OTU_3419,0
OTU_3093,0
OTU_1934,0
OTU_7674,0.022764783
OTU_2143,0
OTU_7954,0
OTU_2419,0
OTU_2279,0
OTU_8456,0
OTU_4525,0
OTU_3089,0
OTU_6908,0
OTU_1213,0
OTU_1315,0
OTU_2501,0
OTU_1071,0
OTU_1864,0
OTU_2454,0
OTU_2538,0
OTU_1571,0
OTU_1496,0
OTU_2745,0
OTU_4538,0
OTU_2064,0
OTU_1143,0
OTU_4716,0.00379413
OTU_5824,0.007588261
OTU_8045,0
OTU_1893,0
OTU_6308,0
OTU_2842,0
OTU_1381,0
OTU_1489,0
OTU_2033,0
OTU_4890,0.001897065
OTU_4670,0
OTU_1361,0
OTU_1166,0
OTU_972,0
OTU_8162,0.001897065
OTU_1162,0
OTU_1405,0
OTU_1546,0
OTU_1427,0
OTU_2839,0
OTU_4834,0
OTU_1573,0
OTU_6250,0
OTU_1171,0
OTU_5580,0
OTU_4295,0.001897065
OTU_2115,0
OTU_6948,0
OTU_3388,0
OTU_7606,0
OTU_2062,0
OTU_2444,0
OTU_5080,0
OTU_2910,0
OTU_8563,0
OTU_3342,0
OTU_7593,0
OTU_5123,0
OTU_760,0
OTU_3166,0.00379413
OTU_1820,0
OTU_4228,0
OTU_5054,0
OTU_4817,0
OTU_6305,0.00379413
OTU_8223,0
OTU_1468,0
OTU_2846,0
OTU_3904,0
OTU_8663,0
OTU_5097,0
OTU_3735,0
OTU_4865,0
OTU_3016,0
OTU_6504,0
OTU_5122,0
OTU_1724,0
OTU_3848,0
OTU_1482,0
OTU_2153,0
OTU_3964,0.005691196
OTU_1601,0
OTU_3223,0
OTU_1723,0
OTU_8429,0
OTU_5183,0
OTU_2945,0
OTU_2453,0
OTU_2261,0
OTU_2531,0
OTU_1900,0
OTU_2970,0
OTU_7891,0
OTU_2968,0
OTU_2371,0
OTU_1756,0
OTU_7983,0
OTU_4026,0
OTU_1656,0
OTU_1826,0
OTU_2948,0
OTU_8170,0
OTU_3655,0
OTU_2836,0
OTU_1941,0
OTU_3965,0
OTU_6541,0
OTU_2559,0
OTU_6722,0
OTU_2301,0
OTU_4134,0
OTU_1104,0
OTU_3533,0
OTU_4388,0.00379413
OTU_3775,0
OTU_4067,0
OTU_6097,0
OTU_4094,0
OTU_3494,0
OTU_961,0
OTU_3369,0
OTU_4123,0
OTU_2657,0
OTU_2591,0
OTU_2019,0
OTU_3909,0
OTU_8577,0
OTU_2629,0
OTU_7548,0
OTU_1618,0
OTU_1858,0.005691196
OTU_6225,0
OTU_3210,0
OTU_7298,0
OTU_5726,0
OTU_4082,0
OTU_5686,0
OTU_1824,0
OTU_4490,0
OTU_6414,0
OTU_2707,0
OTU_6062,0
OTU_5551,0
OTU_2847,0
OTU_3946,0.00379413
OTU_4128,0
OTU_734,0
OTU_6850,0
OTU_8164,0
OTU_4686,0
OTU_1742,0
OTU_1987,0
OTU_2995,0
OTU_7436,0
OTU_8024,0
OTU_1109,0
OTU_5092,0
OTU_5979,0
OTU_4452,0
OTU_6740,0
OTU_4126,0
OTU_6638,0
OTU_2389,0
OTU_3819,0.001897065
OTU_3121,0
OTU_874,0
OTU_1789,0
OTU_8261,0
OTU_3632,0
OTU_1158,0
OTU_2831,0
OTU_1657,0
OTU_3859,0
OTU_4344,0
OTU_4352,0
OTU_3495,0
OTU_6186,0
OTU_1623,0
OTU_3991,0
OTU_8684,0
OTU_3018,0
OTU_7607,0
OTU_4492,0
OTU_3482,0
OTU_2976,0.001897065
OTU_2174,0
OTU_1193,0
OTU_1979,0
OTU_3092,0
OTU_1256,0
OTU_2773,0
OTU_4773,0
OTU_4543,0
OTU_2525,0
OTU_7401,0
OTU_2757,0
OTU_515,0
OTU_5484,0
OTU_2916,0
OTU_7136,0
OTU_2621,0
OTU_6049,0
OTU_6313,0
OTU_1652,0
OTU_2506,0
OTU_6221,0
OTU_5871,0
OTU_4367,0
OTU_1449,0
OTU_3988,0
OTU_3332,0
OTU_3172,0
OTU_2646,0
OTU_2053,0
OTU_2004,0
OTU_800,0
OTU_3493,0
OTU_3855,0
OTU_8645,0
OTU_6370,0
OTU_7160,0.001897065
OTU_1466,0
OTU_1744,0
OTU_2649,0
OTU_1394,0
OTU_1585,0
OTU_4156,0
OTU_1400,0
OTU_3890,0
OTU_4289,0
OTU_1664,0
OTU_988,0.00379413
OTU_3356,0
OTU_2716,0
OTU_4879,0
OTU_4590,0
OTU_645,0
OTU_5655,0
OTU_2723,0
OTU_7284,0
OTU_776,0
OTU_8189,0
OTU_8231,0
OTU_8187,0
OTU_4360,0
OTU_3867,0
OTU_1497,0
OTU_6448,0
OTU_4324,0
OTU_5960,0
OTU_4075,0
OTU_3221,0
OTU_2085,0
OTU_3412,0
OTU_4905,0
OTU_5968,0
OTU_2891,0
OTU_3958,0
OTU_5740,0.001897065
OTU_1936,0
OTU_4021,0
OTU_872,0
OTU_1288,0
OTU_3567,0
OTU_2710,0
OTU_2993,0
OTU_4930,0
OTU_3726,0
OTU_2035,0
OTU_3385,0
OTU_1287,0
OTU_8145,0.001897065
OTU_1666,0
OTU_6406,0
OTU_6137,0
OTU_6092,0.001897065
OTU_5724,0
OTU_4847,0
OTU_8418,0
OTU_5095,0
OTU_2059,0
OTU_5945,0
OTU_1282,0
OTU_4211,0
OTU_7227,0
OTU_3815,0.005691196
OTU_2349,0
OTU_4866,0
OTU_8674,0
OTU_7828,0.034147174
OTU_5286,0
OTU_1692,0
OTU_966,0
OTU_8346,0.001897065
OTU_2481,0
OTU_3588,0.001897065
OTU_2601,0
OTU_3440,0
OTU_2363,0
OTU_3849,0
OTU_5163,0
OTU_5439,0
OTU_8213,0.017073587
OTU_2616,0
OTU_3992,0
OTU_6058,0
OTU_8297,0
OTU_3354,0
OTU_5969,0
OTU_6855,0
OTU_3480,0
OTU_2446,0
OTU_4541,0
OTU_7271,0
OTU_5099,0
OTU_4046,0
OTU_5528,0
OTU_1886,0
OTU_2287,0
OTU_2094,0
OTU_2889,0.001897065
OTU_2923,0.024661848
OTU_3692,0
OTU_4318,0
OTU_4384,0
OTU_3081,0
OTU_6441,0.001897065
OTU_8176,0
OTU_2108,0
OTU_743,0
OTU_6415,0
OTU_4007,0
OTU_2539,0
OTU_4623,0
OTU_3778,0
OTU_6354,0
OTU_4472,0
OTU_8271,0
OTU_5554,0
OTU_1647,0
OTU_3266,0.00379413
OTU_3091,0
OTU_667,0
OTU_2712,0
OTU_3082,0
OTU_1476,0
OTU_8496,0
OTU_5557,0
OTU_4765,0
OTU_4942,0.005691196
OTU_4630,0
OTU_4828,0
OTU_2209,0
OTU_3199,0
OTU_7865,0
OTU_4694,0
OTU_2810,0
OTU_2185,0
OTU_4333,0
OTU_7648,0
OTU_1611,0
OTU_2295,0
OTU_3193,0
OTU_5547,0
OTU_4521,0
OTU_716,0
OTU_3601,0
OTU_6080,0
OTU_7039,0.00379413
OTU_3069,0
OTU_2527,0
OTU_1286,0
OTU_1881,0
OTU_5192,0
OTU_5261,0.045529566
OTU_6682,0
OTU_6431,0
OTU_1937,0
OTU_1726,0
OTU_2518,0
OTU_4332,0
OTU_3886,0
OTU_704,0
OTU_3910,0.005691196
OTU_2354,0
OTU_2578,0
OTU_1382,0
OTU_2589,0
OTU_3133,0
OTU_2632,0
OTU_3823,0
OTU_2598,0
OTU_5309,0
OTU_8467,0
OTU_5401,0
OTU_5445,0
OTU_2222,0
OTU_519,0
OTU_5181,0
OTU_2691,0
OTU_3186,0
OTU_1097,0
OTU_4991,0
OTU_3630,0
OTU_2932,0
OTU_4023,0
OTU_5168,0
OTU_1672,0
OTU_2529,0
OTU_1713,0
OTU_1306,0
OTU_8697,0
OTU_4048,0
OTU_2022,0
OTU_1481,0
OTU_8298,0
OTU_4652,0
OTU_7425,0
OTU_4399,0
OTU_4064,0
OTU_3856,0
OTU_6802,0
OTU_2259,0
OTU_1698,0
OTU_5756,0
OTU_6987,0
OTU_5612,0
OTU_1011,0
OTU_2808,0
OTU_2489,0
OTU_7317,0
OTU_3597,0
OTU_3429,0
OTU_6266,0
OTU_7013,0
OTU_3543,0
OTU_2935,0
OTU_1357,0
OTU_3712,0
OTU_5248,0
OTU_1540,0
OTU_6079,0
OTU_1909,0
OTU_8163,0.009485326
OTU_1695,0
OTU_7072,0
OTU_2129,0
OTU_4269,0
OTU_2047,0
OTU_8347,0
OTU_8676,0
OTU_2382,0
OTU_3164,0
OTU_2015,0
OTU_4065,0
OTU_4774,0
OTU_3842,0
OTU_1764,0
OTU_4483,0
OTU_4968,0
OTU_2280,0.007588261
OTU_5162,0
OTU_5349,0
OTU_3148,0
OTU_4450,0
OTU_7962,0
OTU_7668,0.017073587
OTU_4601,0
OTU_3525,0
OTU_2688,0
OTU_1371,0
OTU_3289,0
OTU_1957,0
OTU_2159,0
OTU_3981,0
OTU_5399,0
OTU_4816,0
OTU_1922,0
OTU_3621,0
OTU_3913,0
OTU_1523,0
OTU_8501,0
OTU_4465,0
OTU_1841,0
OTU_3286,0
OTU_1966,0
OTU_1507,0
OTU_5718,0.001897065
OTU_2104,0
OTU_3071,0
OTU_3854,0
OTU_6872,0
OTU_2102,0
OTU_8156,0
OTU_2077,0
OTU_2128,0
OTU_6826,0
OTU_1421,0
OTU_5417,0
OTU_4651,0
OTU_4661,0
OTU_3113,0
OTU_7052,0
OTU_5884,0
OTU_2514,0
OTU_4409,0
OTU_1554,0
OTU_3268,0
OTU_1494,0
OTU_1819,0
OTU_4922,0.007588261
OTU_3901,0
OTU_2643,0
OTU_2614,0
OTU_2961,0
OTU_5355,0.001897065
OTU_6008,0
OTU_2439,0
OTU_1039,0
OTU_8009,0
OTU_1559,0
OTU_4454,0
OTU_5971,0
OTU_2329,0
OTU_5885,0.005691196
OTU_5496,0
OTU_4080,0
OTU_5542,0
OTU_4373,0
OTU_2536,0
OTU_987,0
OTU_4908,0
OTU_2351,0
OTU_4844,0
OTU_4949,0
OTU_6538,0
OTU_1815,0
OTU_3360,0
OTU_1443,0
OTU_5284,0
OTU_3624,0
OTU_6334,0
OTU_1746,0
OTU_1215,0
OTU_7550,0
OTU_6537,0
OTU_4478,0.001897065
OTU_4029,0.011382391
OTU_4410,0
OTU_2861,0
OTU_790,0
OTU_8112,0
OTU_3169,0
OTU_6674,0
OTU_4372,0
OTU_1607,0
OTU_1731,0
OTU_1566,0
OTU_2086,0
OTU_1543,0
OTU_6106,0
OTU_4674,0
OTU_1360,0
OTU_3767,0
OTU_7027,0
OTU_3687,0
OTU_6527,0
OTU_6119,0
OTU_5925,0
OTU_3513,0
OTU_3426,0
OTU_2109,0
OTU_7813,0
OTU_3161,0
OTU_2394,0
OTU_1474,0
OTU_1245,0
OTU_3086,0
OTU_2447,0
OTU_7714,0
OTU_4270,0
OTU_3246,0
OTU_5675,0
OTU_5167,0
OTU_4366,0
OTU_3075,0
OTU_1831,0
OTU_3114,0
OTU_2609,0
OTU_1005,0
OTU_4935,0
OTU_2977,0
OTU_702,0
OTU_3507,0
OTU_4185,0
OTU_2575,0.00379413
OTU_5579,0
OTU_7459,0
OTU_8161,0
OTU_8512,0
OTU_6763,0
OTU_3776,0
OTU_5133,0
OTU_2420,0
OTU_3777,0
OTU_6261,0
OTU_3737,0.001897065
OTU_3562,0
OTU_4058,0
OTU_448,0
OTU_1790,0
OTU_5565,0
OTU_4186,0
OTU_5145,0
OTU_2962,0
OTU_6211,0
OTU_2674,0
OTU_4822,0
OTU_4405,0
OTU_2298,0
OTU_5134,0
OTU_1727,0
OTU_4677,0
OTU_1459,0
OTU_3270,0
OTU_5653,0
OTU_7389,0
OTU_4084,0
OTU_2266,0
OTU_2256,0
OTU_1822,0
OTU_5255,0
OTU_3888,0
OTU_7636,0
OTU_3898,0
OTU_4958,0
OTU_1620,0
OTU_2469,0
OTU_4622,0
OTU_2475,0
OTU_3333,0
OTU_1142,0
OTU_7183,0
OTU_7336,0
OTU_4028,0.009485326
OTU_3658,0
OTU_7097,0
OTU_4275,0
OTU_6631,0
OTU_4609,0
OTU_5028,0
OTU_2152,0
OTU_7560,0
OTU_8411,0
OTU_5522,0
OTU_5173,0
OTU_5049,0
OTU_3788,0
OTU_5914,0.001897065
OTU_4249,0
OTU_4342,0
OTU_2742,0
OTU_3368,0
OTU_5933,0
OTU_6461,0
OTU_6671,0
OTU_6533,0
OTU_2080,0
OTU_8166,0
OTU_2996,0
OTU_1837,0
OTU_3728,0
OTU_1991,0
OTU_3414,0
OTU_6155,0
OTU_2701,0
OTU_4301,0
OTU_3560,0
OTU_4587,0
OTU_4137,0
OTU_2258,0
OTU_4701,0
OTU_3968,0
OTU_4246,0.00379413
OTU_2909,0
OTU_6375,0
OTU_3233,0
OTU_5545,0
OTU_8605,0
OTU_4741,0
OTU_5769,0
OTU_3978,0
OTU_3807,0
OTU_1113,0
OTU_2051,0
OTU_8277,0
OTU_5714,0
OTU_791,0
OTU_2553,0
OTU_4555,0
OTU_4140,0
OTU_2756,0
OTU_6814,0
OTU_4314,0
OTU_4637,0.013279457
OTU_5804,0
OTU_3471,0
OTU_2087,0
OTU_6999,0
OTU_3224,0
OTU_7358,0
OTU_1129,0
OTU_3410,0
OTU_1091,0
OTU_1569,0
OTU_1839,0
OTU_3285,0
OTU_1828,0
OTU_6656,0
OTU_5375,0
OTU_1051,0
OTU_1889,0
OTU_6140,0
OTU_7555,0
OTU_2943,0
OTU_1619,0
OTU_4293,0
OTU_3137,0
OTU_5125,0
OTU_7030,0
OTU_7146,0
OTU_6759,0
OTU_2483,0
OTU_2281,0
OTU_1810,0
OTU_5150,0
OTU_2956,0
OTU_7427,0
OTU_5276,0
OTU_989,0
OTU_2155,0
OTU_5009,0
OTU_2918,0
OTU_2482,0
OTU_1111,0
OTU_3662,0
OTU_7987,0
OTU_521,0
OTU_6181,0
OTU_2859,0
OTU_2343,0
OTU_1736,0
OTU_2638,0
OTU_1699,0
OTU_2009,0
OTU_8063,0.00379413
OTU_6973,0
OTU_4705,0
OTU_5294,0
OTU_2947,0
OTU_5061,0
OTU_2346,0
OTU_3600,0
OTU_7264,0
OTU_2407,0
OTU_6148,0
OTU_7569,0
OTU_4072,0
OTU_3372,0
OTU_3637,0
OTU_2029,0
OTU_7650,0
OTU_6698,0
OTU_4455,0
OTU_2682,0
OTU_3670,0
OTU_3096,0
OTU_8052,0
OTU_2392,0
OTU_2966,0
OTU_2107,0
OTU_4099,0
OTU_3375,0.022764783
OTU_2008,0
OTU_1873,0
OTU_2395,0
OTU_3581,0
OTU_1379,0
OTU_4076,0
OTU_6274,0
OTU_8229,0
OTU_4070,0
OTU_6048,0
OTU_5382,0
OTU_4260,0
OTU_4785,0
OTU_3654,0
OTU_3184,0
OTU_5402,0
OTU_1983,0
OTU_2193,0
OTU_2517,0
OTU_883,0
OTU_5199,0.001897065
OTU_6628,0
OTU_804,0
OTU_3212,0.001897065
OTU_2139,0
OTU_2272,0
OTU_732,0
OTU_3810,0
OTU_5943,0
OTU_4406,0
OTU_2427,0
OTU_2187,0
OTU_2520,0
OTU_2131,0
OTU_3524,0
OTU_4770,0
OTU_5473,0
OTU_3643,0
OTU_5169,0
OTU_1921,0
OTU_6044,0
OTU_2738,0
OTU_4961,0
OTU_6683,0
OTU_2922,0
OTU_3053,0
OTU_4069,0
OTU_6089,0
OTU_3443,0
OTU_3189,0
OTU_6365,0
OTU_6196,0
OTU_3713,0
OTU_4692,0
OTU_4878,0.007588261
OTU_1775,0
OTU_1721,0
OTU_1838,0
OTU_3070,0
OTU_4022,0
OTU_3065,0
OTU_2879,0
OTU_6646,0
OTU_2587,0
OTU_2709,0
OTU_3566,0
OTU_6788,0
OTU_6206,0
OTU_1883,0
OTU_5027,0
OTU_5132,0
OTU_4272,0.00379413
OTU_2658,0
OTU_3370,0
OTU_3734,0
OTU_5706,0
OTU_3083,0
OTU_7685,0
OTU_1875,0
OTU_1996,0
OTU_8025,0
OTU_4546,0
OTU_3228,0
OTU_3154,0
OTU_6319,0
OTU_4005,0
OTU_4187,0
OTU_1855,0
OTU_5322,0
OTU_3677,0
OTU_4832,0.005691196
OTU_6557,0
OTU_5079,0
OTU_1266,0
OTU_5609,0
OTU_3307,0
OTU_2334,0
OTU_4747,0
OTU_5760,0
OTU_7219,0
OTU_2537,0
OTU_1868,0
OTU_6870,0
OTU_1894,0
OTU_5166,0
OTU_4074,0
OTU_5452,0
OTU_7942,0
OTU_2335,0
OTU_2006,0
OTU_1200,0
OTU_8131,0
OTU_4756,0
OTU_2003,0
OTU_1412,0
OTU_3034,0
OTU_4833,0
OTU_1805,0
OTU_992,0
OTU_5102,0
OTU_2739,0
OTU_2176,0
OTU_3037,0
OTU_3435,0
OTU_4563,0
OTU_1869,0
OTU_3331,0
OTU_6083,0.001897065
OTU_5238,0
OTU_3769,0
OTU_1447,0
OTU_2361,0
OTU_5367,0
OTU_1745,0
OTU_6612,0
OTU_5550,0
OTU_6087,0
OTU_3049,0
OTU_6230,0
OTU_4239,0
OTU_8057,0
OTU_7124,0
OTU_5422,0
OTU_5390,0
OTU_1895,0
OTU_5058,0
OTU_5972,0
OTU_2903,0
OTU_6982,0
OTU_4120,0
OTU_2516,0
OTU_4505,0
OTU_3294,0
OTU_2664,0
OTU_5696,0
OTU_5435,0
OTU_6806,0.001897065
OTU_5112,0
OTU_2273,0
OTU_2766,0
OTU_2206,0
OTU_843,0
OTU_3408,0
OTU_1891,0
OTU_3225,0
OTU_5838,0
OTU_2544,0
OTU_8350,0
OTU_2498,0
OTU_2451,0
OTU_2327,0
OTU_2895,0
OTU_3579,0
OTU_5015,0
OTU_4671,0
OTU_7273,0
OTU_7536,0
OTU_8539,0.00379413
OTU_6903,0
OTU_3764,0
OTU_8540,0
OTU_6220,0
OTU_7368,0
OTU_1800,0
OTU_3329,0
OTU_6710,0
OTU_2814,0
OTU_4235,0
OTU_1549,0
OTU_7719,0
OTU_2890,0
OTU_3832,0
OTU_8310,0
OTU_3119,0
OTU_8530,0
OTU_3950,0
OTU_3723,0
OTU_4909,0
OTU_4655,0
OTU_3003,0
OTU_5596,0
OTU_4549,0
OTU_7398,0
OTU_3120,0
OTU_1230,0
OTU_2134,0
OTU_4925,0
OTU_2305,0.007588261
OTU_1734,0
OTU_6397,0
OTU_5291,0
OTU_4387,0
OTU_5072,0
OTU_5331,0
OTU_5396,0
OTU_2573,0
OTU_7913,0
OTU_3732,0
OTU_2457,0
OTU_5034,0
OTU_2763,0
OTU_3952,0
OTU_2478,0
OTU_6004,0
OTU_8165,0
OTU_2307,0
OTU_5827,0
OTU_1975,0
OTU_3905,0
OTU_5381,0.001897065
OTU_5978,0
OTU_2465,0
OTU_5896,0
OTU_2694,0
OTU_4194,0
OTU_2425,0
OTU_4100,0
OTU_8537,0
OTU_7793,0
OTU_1530,0
OTU_7688,0.034147174
OTU_7332,0
OTU_5156,0
OTU_3173,0
OTU_4393,0
OTU_6785,0
OTU_3251,0
OTU_2619,0
OTU_5604,0
OTU_1386,0
OTU_6067,0
OTU_1954,0
OTU_2633,0
OTU_4767,0
OTU_7228,0
OTU_4157,0
OTU_2959,0
OTU_2275,0
OTU_5832,0
OTU_8099,0
OTU_6497,0
OTU_7394,0
OTU_8526,0
OTU_2060,0
OTU_2402,0
OTU_2662,0
OTU_4944,0
OTU_3248,0
OTU_5895,0
OTU_7296,0
OTU_1144,0
OTU_2888,0
OTU_4714,0
OTU_3505,0
OTU_8211,0
OTU_7131,0
OTU_3500,0
OTU_7137,0
OTU_6715,0
OTU_5947,0
OTU_3496,0
OTU_8247,0
OTU_1513,0
OTU_6068,0
OTU_4789,0
OTU_6804,0
OTU_5106,0
OTU_8687,0
OTU_2751,0
OTU_6257,0
OTU_2982,0
OTU_6581,0
OTU_2263,0
OTU_3835,0
OTU_5263,0
OTU_4347,0
OTU_3394,0
OTU_6496,0
OTU_4596,0
OTU_1691,0
OTU_6052,0
OTU_4598,0
OTU_7198,0
OTU_2353,0
OTU_8486,0
OTU_3191,0
OTU_3303,0
OTU_2330,0
OTU_4330,0
OTU_5041,0
OTU_3178,0
OTU_7538,0
OTU_2098,0
OTU_3831,0
OTU_6967,0
OTU_7945,0
OTU_4135,0
OTU_7076,0
OTU_2424,0
OTU_2001,0
OTU_6258,0
OTU_6894,0
OTU_5020,0
OTU_5387,0
OTU_3298,0
OTU_2905,0.005691196
OTU_3879,0
OTU_4210,0
OTU_2515,0
OTU_5660,0
OTU_1786,0
OTU_8491,0
OTU_2689,0
OTU_4481,0
OTU_4078,0
OTU_3139,0
OTU_4984,0.001897065
OTU_3821,0
OTU_5124,0
OTU_3572,0
OTU_2510,0
OTU_3123,0
OTU_3540,0
OTU_2071,0
OTU_4685,0
OTU_4608,0
OTU_2160,0
OTU_5067,0
OTU_3617,0
OTU_2610,0
OTU_3987,0
OTU_2042,0
OTU_3038,0
OTU_7191,0.001897065
OTU_8309,0
OTU_1175,0
OTU_4764,0
OTU_8560,0
OTU_7173,0
OTU_2761,0
OTU_6291,0
OTU_7840,0
OTU_3651,0
OTU_3106,0
OTU_4734,0
OTU_8615,0
OTU_6241,0.001897065
OTU_6355,0
OTU_1874,0
OTU_1856,0
OTU_2732,0
OTU_2748,0
OTU_3571,0
OTU_2825,0.001897065
OTU_1962,0
OTU_5949,0
OTU_1948,0
OTU_5619,0
OTU_4825,0
OTU_4907,0
OTU_4258,0
OTU_3755,0
OTU_3824,0
OTU_2755,0
OTU_3975,0
OTU_7438,0
OTU_5478,0
OTU_2832,0
OTU_4419,0
OTU_4087,0
OTU_7933,0
OTU_1835,0
OTU_8080,0
OTU_3282,0
OTU_6124,0
OTU_7888,0
OTU_2605,0
OTU_4445,0
OTU_2357,0
OTU_4184,0
OTU_6421,0
OTU_2939,0
OTU_2147,0
OTU_2296,0
OTU_4068,0
OTU_7747,0
OTU_8632,0
OTU_5070,0
OTU_3257,0
OTU_3599,0
OTU_2747,0
OTU_4286,0
OTU_3239,0
OTU_5186,0
OTU_5425,0
OTU_6978,0
OTU_2782,0
OTU_4446,0
OTU_7343,0
OTU_3144,0
OTU_5460,0
OTU_5588,0
OTU_1969,0
OTU_2331,0
OTU_7392,0
OTU_3061,0
OTU_8642,0
OTU_3202,0
OTU_8665,0
OTU_4307,0
OTU_8118,0.020867718
OTU_8198,0
OTU_2758,0
OTU_3439,0
OTU_4722,0
OTU_3760,0
OTU_5993,0
OTU_4477,0
OTU_4981,0
OTU_6077,0
OTU_3989,0
OTU_3951,0
OTU_1997,0
OTU_5487,0
OTU_4489,0
OTU_3252,0
OTU_6164,0
OTU_4950,0
OTU_6800,0
OTU_5062,0
OTU_7724,0
OTU_6834,0
OTU_3519,0
OTU_3467,0
OTU_4547,0
OTU_8369,0
OTU_3355,0
OTU_1502,0
OTU_4175,0
OTU_5258,0
OTU_6793,0
OTU_2046,0
OTU_4451,0.005691196
OTU_3442,0
OTU_3794,0
OTU_2283,0
OTU_5126,0
OTU_1224,0
OTU_4466,0
OTU_6425,0
OTU_2508,0
OTU_4170,0
OTU_3610,0
OTU_5240,0.00379413
OTU_4895,0
OTU_2215,0
OTU_1905,0
OTU_3359,0
OTU_4699,0
OTU_3564,0
OTU_7025,0
OTU_4787,0
OTU_4700,0
OTU_3438,0
OTU_8151,0.011382391
OTU_8325,0
OTU_1904,0
OTU_779,0
OTU_8666,0
OTU_6737,0
OTU_5113,0
OTU_8671,0
OTU_2719,0
OTU_2904,0
OTU_7679,0
OTU_5209,0
OTU_3141,0
OTU_4288,0.009485326
OTU_8629,0
OTU_5963,0
OTU_4351,0
OTU_1336,0
OTU_5785,0
OTU_5903,0
OTU_4091,0
OTU_3953,0
OTU_4173,0
OTU_7947,0
OTU_2865,0
OTU_8520,0
OTU_2513,0.001897065
OTU_3019,0
OTU_6618,0
OTU_7429,0
OTU_1812,0
OTU_4595,0
OTU_6603,0
OTU_3171,0
OTU_1519,0
OTU_4614,0
OTU_3014,0
OTU_3532,0
OTU_7624,0
OTU_1524,0
OTU_2319,0
OTU_1659,0
OTU_8285,0
OTU_1564,0
OTU_8160,0
OTU_5633,0
OTU_2907,0
OTU_3041,0
OTU_3195,0
OTU_6699,0.00379413
OTU_8087,0
OTU_2277,0
OTU_3497,0
OTU_937,0
OTU_2162,0
OTU_2224,0
OTU_3140,0
OTU_5833,0
OTU_3768,0
OTU_6108,0
OTU_7366,0
OTU_2023,0
OTU_2924,0
OTU_6240,0
OTU_4038,0
OTU_2356,0
OTU_2528,0
OTU_7215,0
OTU_3027,0
OTU_3948,0
OTU_3585,0
OTU_2809,0
OTU_3846,0
OTU_4471,0
OTU_6188,0
OTU_3010,0
OTU_3486,0
OTU_3700,0
OTU_3648,0
OTU_6229,0
OTU_5376,0
OTU_2843,0
OTU_4341,0
OTU_3237,0
OTU_7313,0
OTU_3605,0
OTU_2310,0
OTU_6830,0
OTU_6300,0
OTU_2467,0
OTU_7208,0
OTU_5341,0
OTU_3580,0
OTU_4261,0
OTU_3781,0
OTU_8031,0
OTU_3277,0
OTU_2551,0
OTU_6310,0
OTU_4972,0
OTU_6664,0
OTU_5267,0
OTU_7134,0
OTU_7361,0
OTU_3611,0
OTU_2124,0
OTU_5702,0.001897065
OTU_2048,0
OTU_2049,0
OTU_1660,0
OTU_4731,0
OTU_3052,0
OTU_7197,0
OTU_6935,0
OTU_5416,0
